shopping_mall_id,shopping_mall
8976,"westfield london"
8977,"fifth avenue"
8978,"central world"
8979,"king abdulaziz center"
8980,"galeries lafayette"
8981,"siam paragon"
8982,"faisalabad mall"
8983,"the outlets at orange"
8984,"mall of the emirates"
8985,"central embassy"
8986,"central world"
8987,"sm mall of asia"
8988,"centro santa fe"
8989,kanyon
8990,"plaza satÃƒÂ©lite"
8991,"the outlets at orange"
8992,"westfield world trade center"
8993,"chadstone shopping centre"
8994,"pavilion kuala lumpur"
8995,"the dubai mall"
8996,"the outlets at orange"
8997,"the dubai mall"
8998,"lujiazui shopping mall"
8999,"siam paragon"
9000,"south coast plaza"
9001,"faisalabad mall"
9002,"zorlu center"
9003,"dubai mall"
9004,"dubai mall"
9005,"pavilion kuala lumpur"
9006,"robinsons galleria"
9007,"robinsons galleria"
9008,"the shops at columbus circle"
9009,"kuala lumpur city centre (klcc)"
9010,"king of prussia mall"
9011,"westfield london"
9012,"lujiazui shopping mall"
9013,"plaza satÃƒÂ©lite"
9014,"dubai mall"
9015,takashimaya
9016,"faisalabad mall"
9017,"siam paragon"
9018,"lujiazui shopping mall"
9019,"oasis mall"
9020,"mitsui outlet park"
9021,"westfield london"
9022,"robinsons place manila"
9023,"centro coyoacÃƒÂ¡n"
9024,"mall of the emirates"
9025,"marina bay sands shopping mall"
9026,"galleria vittorio emanuele ii"
9027,takashimaya
9028,"korsh mall"
9029,"chadstone shopping centre"
9030,"marina bay sands shopping mall"
9031,"the grove"
9032,"istanbul cevahir avm"
9033,"sm mall of asia"
9034,"dubai mall"
9035,"kuala lumpur city centre (klcc)"
9036,"dubai mall"
9037,"istanbul cevahir avm"
9038,"faisalabad mall"
9039,"sm mall of asia"
9040,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9041,"beverly center"
9042,"nanjing deji plaza"
9043,"siam paragon"
9044,"the mall at millenia"
9045,"aventura mall"
9046,"forum istanbul"
9047,"mall of america"
9048,"tokyo midtown"
9049,"the shops at columbus circle"
9050,"centro coyoacÃƒÂ¡n"
9051,"prada store tokyo"
9052,"moscow mall"
9053,"zorlu center"
9054,"king of prussia mall"
9055,"robinsons place manila"
9056,"sm seaside city cebu"
9057,"beverly center"
9058,"pavilion kuala lumpur"
9059,"zorlu center"
9060,"forum istanbul"
9061,"galleria mall"
9062,"pavilion kuala lumpur"
9063,"westfield world trade center"
9064,"kuala lumpur city centre (klcc)"
9065,takashimaya
9066,"galeries lafayette"
9067,"oasis mall"
9068,"central embassy"
9069,"galleria mall"
9070,"robinsons galleria"
9071,"mall of america"
9072,"moscow mall"
9073,"aventura mall"
9074,"oasis mall"
9075,"galleria mall"
9076,"robinsons galleria"
9077,vivocity
9078,vivocity
9079,"south coast plaza"
9080,"dubai mall"
9081,"zorlu center"
9082,"oasis mall"
9083,"beverly center"
9084,"siam paragon"
9085,"the grove"
9086,"moscow mall"
9087,"westfield parramatta"
9088,"galeries lafayette"
9089,"beverly center"
9090,"forum istanbul"
9091,"south coast plaza"
9092,"king of prussia mall"
9093,"robinsons place manila"
9094,"the dubai mall"
9095,"beverly center"
9096,takashimaya
9097,"the grove"
9098,"forum istanbul"
9099,"marina bay sands shopping mall"
9100,"mall of america"
9101,"central embassy"
9102,"westfield parramatta"
9103,"galleria vittorio emanuele ii"
9104,"the outlets at orange"
9105,takashimaya
9106,"mitsui outlet park"
9107,"nanjing deji plaza"
9108,"dubai mall"
9109,"dubai mall"
9110,"mitsui outlet park"
9111,"dubai mall"
9112,"istanbul cevahir avm"
9113,"beverly center"
9114,"westfield world trade center"
9115,"king abdulaziz center"
9116,"chadstone shopping centre"
9117,"lujiazui shopping mall"
9118,"the outlets at orange"
9119,"lotte world mall"
9120,"istanbul cevahir avm"
9121,vivocity
9122,"siam paragon"
9123,vivocity
9124,"the grove"
9125,"mitsui outlet park"
9126,"central embassy"
9127,"central embassy"
9128,"la rinascente"
9129,"mall of america"
9130,"galleria mall"
9131,"westfield london"
9132,"the shops at columbus circle"
9133,"mall of america"
9134,"centro santa fe"
9135,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9136,"siam paragon"
9137,"king of prussia mall"
9138,"pavilion kuala lumpur"
9139,"the shops at columbus circle"
9140,"chadstone shopping centre"
9141,"central embassy"
9142,"westfield parramatta"
9143,"south coast plaza"
9144,"central embassy"
9145,"marina bay sands shopping mall"
9146,"robinsons galleria"
9147,"sm seaside city cebu"
9148,"moscow mall"
9149,"la rinascente"
9150,takashimaya
9151,"fifth avenue"
9152,"the dubai mall"
9153,"beverly center"
9154,"kuala lumpur city centre (klcc)"
9155,"galeries lafayette"
9156,"robinsons galleria"
9157,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9158,"central world"
9159,"pavilion kuala lumpur"
9160,"mitsui outlet park"
9161,"prada store tokyo"
9162,"pavilion kuala lumpur"
9163,"mitsui outlet park"
9164,"zorlu center"
9165,"nanjing deji plaza"
9166,"galeries lafayette"
9167,"korsh mall"
9168,"galeries lafayette"
9169,"mitsui outlet park"
9170,"mall of america"
9171,"centro coyoacÃƒÂ¡n"
9172,"kuala lumpur city centre (klcc)"
9173,"pavilion kuala lumpur"
9174,"kuala lumpur city centre (klcc)"
9175,"prada store tokyo"
9176,"korsh mall"
9177,"marina bay sands shopping mall"
9178,"central embassy"
9179,"king abdulaziz center"
9180,"faisalabad mall"
9181,"the grove"
9182,"centro coyoacÃƒÂ¡n"
9183,"westfield parramatta"
9184,"prada store tokyo"
9185,"beverly center"
9186,"the outlets at orange"
9187,"oasis mall"
9188,"oasis mall"
9189,"centro coyoacÃƒÂ¡n"
9190,"korsh mall"
9191,"dubai mall"
9192,"dubai mall"
9193,"siam paragon"
9194,"westfield london"
9195,"chadstone shopping centre"
9196,"galeries lafayette"
9197,"south coast plaza"
9198,vivocity
9199,"dubai mall"
9200,"centro coyoacÃƒÂ¡n"
9201,"central world"
9202,"centro coyoacÃƒÂ¡n"
9203,"lujiazui shopping mall"
9204,"nanjing deji plaza"
9205,"westfield parramatta"
9206,"lotte world mall"
9207,"nanjing deji plaza"
9208,"centro santa fe"
9209,"oasis mall"
9210,"mall of the emirates"
9211,"westfield world trade center"
9212,"mall of america"
9213,"siam paragon"
9214,"marina bay sands shopping mall"
9215,"south coast plaza"
9216,"king of prussia mall"
9217,"the mall at millenia"
9218,"galleria mall"
9219,"faisalabad mall"
9220,"westfield parramatta"
9221,"dubai mall"
9222,"pavilion kuala lumpur"
9223,"the mall at millenia"
9224,"galeries lafayette"
9225,"nanjing deji plaza"
9226,kanyon
9227,"moscow mall"
9228,vivocity
9229,"galeries lafayette"
9230,"marina bay sands shopping mall"
9231,"dubai mall"
9232,"the grove"
9233,"galleria mall"
9234,"centro santa fe"
9235,"la rinascente"
9236,"robinsons place manila"
9237,"westfield london"
9238,"the grove"
9239,"galleria mall"
9240,"faisalabad mall"
9241,"westfield world trade center"
9242,"the grove"
9243,"tokyo midtown"
9244,"robinsons place manila"
9245,"pavilion kuala lumpur"
9246,"king of prussia mall"
9247,"centro santa fe"
9248,"korsh mall"
9249,"robinsons galleria"
9250,"mitsui outlet park"
9251,"oasis mall"
9252,"mitsui outlet park"
9253,"mall of the emirates"
9254,"mitsui outlet park"
9255,"westfield parramatta"
9256,"the outlets at orange"
9257,"zorlu center"
9258,"aventura mall"
9259,"mall of the emirates"
9260,takashimaya
9261,"moscow mall"
9262,"pavilion kuala lumpur"
9263,"dubai mall"
9264,"aventura mall"
9265,vivocity
9266,"pavilion kuala lumpur"
9267,"kuala lumpur city centre (klcc)"
9268,"sm seaside city cebu"
9269,"korsh mall"
9270,"mall of the emirates"
9271,vivocity
9272,"zorlu center"
9273,"oasis mall"
9274,"aventura mall"
9275,"centro santa fe"
9276,takashimaya
9277,"prada store tokyo"
9278,"galleria vittorio emanuele ii"
9279,"forum istanbul"
9280,"king abdulaziz center"
9281,"faisalabad mall"
9282,"westfield parramatta"
9283,"la rinascente"
9284,"mitsui outlet park"
9285,"central embassy"
9286,"kuala lumpur city centre (klcc)"
9287,"forum istanbul"
9288,"sm seaside city cebu"
9289,"the mall at millenia"
9290,"siam paragon"
9291,"marina bay sands shopping mall"
9292,"pavilion kuala lumpur"
9293,"south coast plaza"
9294,"dubai mall"
9295,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9296,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9297,"marina bay sands shopping mall"
9298,"king of prussia mall"
9299,"the grove"
9300,"central world"
9301,"mall of america"
9302,"siam paragon"
9303,"chadstone shopping centre"
9304,"dubai mall"
9305,"beverly center"
9306,"beverly center"
9307,"aventura mall"
9308,"the shops at columbus circle"
9309,"lujiazui shopping mall"
9310,"dubai mall"
9311,"istanbul cevahir avm"
9312,"central world"
9313,kanyon
9314,"the mall at millenia"
9315,"lujiazui shopping mall"
9316,"oasis mall"
9317,"pavilion kuala lumpur"
9318,"lotte world mall"
9319,"moscow mall"
9320,"the dubai mall"
9321,"galleria mall"
9322,"chadstone shopping centre"
9323,"galleria mall"
9324,"nanjing deji plaza"
9325,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9326,"plaza satÃƒÂ©lite"
9327,"la rinascente"
9328,"chadstone shopping centre"
9329,"sm seaside city cebu"
9330,takashimaya
9331,"istanbul cevahir avm"
9332,"beverly center"
9333,"the mall at millenia"
9334,"chadstone shopping centre"
9335,"galleria vittorio emanuele ii"
9336,"moscow mall"
9337,"forum istanbul"
9338,"centro coyoacÃƒÂ¡n"
9339,"sm mall of asia"
9340,"lotte world mall"
9341,"oasis mall"
9342,"lotte world mall"
9343,"the shops at columbus circle"
9344,"lujiazui shopping mall"
9345,takashimaya
9346,"nanjing deji plaza"
9347,"aventura mall"
9348,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9349,kanyon
9350,"central world"
9351,"pavilion kuala lumpur"
9352,"king abdulaziz center"
9353,"the grove"
9354,"siam paragon"
9355,"galeries lafayette"
9356,"korsh mall"
9357,"centro coyoacÃƒÂ¡n"
9358,"south coast plaza"
9359,"prada store tokyo"
9360,"robinsons galleria"
9361,"centro coyoacÃƒÂ¡n"
9362,"chadstone shopping centre"
9363,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9364,"plaza satÃƒÂ©lite"
9365,"pavilion kuala lumpur"
9366,"central embassy"
9367,"sm mall of asia"
9368,"faisalabad mall"
9369,"tokyo midtown"
9370,"the dubai mall"
9371,"la rinascente"
9372,"westfield parramatta"
9373,"siam paragon"
9374,"centro santa fe"
9375,"galleria vittorio emanuele ii"
9376,kanyon
9377,"sm mall of asia"
9378,"robinsons galleria"
9379,"westfield world trade center"
9380,"mall of america"
9381,"kuala lumpur city centre (klcc)"
9382,"westfield world trade center"
9383,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9384,"istanbul cevahir avm"
9385,"king abdulaziz center"
9386,vivocity
9387,"moscow mall"
9388,"central world"
9389,"centro coyoacÃƒÂ¡n"
9390,"la rinascente"
9391,"king of prussia mall"
9392,"pavilion kuala lumpur"
9393,"oasis mall"
9394,"king of prussia mall"
9395,vivocity
9396,"lotte world mall"
9397,"galleria vittorio emanuele ii"
9398,"the mall at millenia"
9399,"central world"
9400,"the grove"
9401,"robinsons place manila"
9402,"lujiazui shopping mall"
9403,"south coast plaza"
9404,"sm seaside city cebu"
9405,"dubai mall"
9406,"galleria vittorio emanuele ii"
9407,"prada store tokyo"
9408,"forum istanbul"
9409,"galleria mall"
9410,kanyon
9411,"galleria mall"
9412,"prada store tokyo"
9413,"plaza satÃƒÂ©lite"
9414,"sm seaside city cebu"
9415,"the shops at columbus circle"
9416,"siam paragon"
9417,"siam paragon"
9418,"galleria mall"
9419,"nanjing deji plaza"
9420,"pavilion kuala lumpur"
9421,"plaza satÃƒÂ©lite"
9422,"lujiazui shopping mall"
9423,"lotte world mall"
9424,"the mall at millenia"
9425,"marina bay sands shopping mall"
9426,"forum istanbul"
9427,"central world"
9428,"king of prussia mall"
9429,"aventura mall"
9430,"king of prussia mall"
9431,"chadstone shopping centre"
9432,"zorlu center"
9433,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9434,"westfield world trade center"
9435,"galeries lafayette"
9436,vivocity
9437,"westfield parramatta"
9438,"galleria vittorio emanuele ii"
9439,"mall of the emirates"
9440,"fifth avenue"
9441,"lotte world mall"
9442,"korsh mall"
9443,"south coast plaza"
9444,"sm seaside city cebu"
9445,"galeries lafayette"
9446,"king of prussia mall"
9447,"the dubai mall"
9448,"sm mall of asia"
9449,"the shops at columbus circle"
9450,"centro coyoacÃƒÂ¡n"
9451,"korsh mall"
9452,"the grove"
9453,"westfield london"
9454,kanyon
9455,"chadstone shopping centre"
9456,"galleria mall"
9457,"istanbul cevahir avm"
9458,"south coast plaza"
9459,"westfield london"
9460,"mall of the emirates"
9461,"marina bay sands shopping mall"
9462,"pavilion kuala lumpur"
9463,"nanjing deji plaza"
9464,vivocity
9465,"south coast plaza"
9466,"korsh mall"
9467,"central embassy"
9468,"galleria vittorio emanuele ii"
9469,"zorlu center"
9470,"the dubai mall"
9471,"centro coyoacÃƒÂ¡n"
9472,"central embassy"
9473,"south coast plaza"
9474,"king abdulaziz center"
9475,"tokyo midtown"
9476,"mitsui outlet park"
9477,"robinsons place manila"
9478,"the grove"
9479,"nanjing deji plaza"
9480,"pavilion kuala lumpur"
9481,"king abdulaziz center"
9482,"lotte world mall"
9483,"plaza satÃƒÂ©lite"
9484,"the shops at columbus circle"
9485,"westfield parramatta"
9486,"moscow mall"
9487,"fifth avenue"
9488,kanyon
9489,"galleria mall"
9490,"lotte world mall"
9491,"central world"
9492,"dubai mall"
9493,"centro santa fe"
9494,"sm seaside city cebu"
9495,"mall of the emirates"
9496,"marina bay sands shopping mall"
9497,"faisalabad mall"
9498,"nanjing deji plaza"
9499,"king of prussia mall"
9500,"the mall at millenia"
9501,"prada store tokyo"
9502,"chadstone shopping centre"
9503,"korsh mall"
9504,"siam paragon"
9505,"forum istanbul"
9506,"la rinascente"
9507,"galleria mall"
9508,"the grove"
9509,"dubai mall"
9510,"la rinascente"
9511,"forum istanbul"
9512,takashimaya
9513,"the shops at columbus circle"
9514,"westfield world trade center"
9515,"beverly center"
9516,"galleria mall"
9517,"mall of the emirates"
9518,"the mall at millenia"
9519,"mitsui outlet park"
9520,"king abdulaziz center"
9521,"the outlets at orange"
9522,"aventura mall"
9523,"galleria mall"
9524,"kuala lumpur city centre (klcc)"
9525,"kuala lumpur city centre (klcc)"
9526,"westfield london"
9527,"plaza satÃƒÂ©lite"
9528,"the shops at columbus circle"
9529,"mitsui outlet park"
9530,"galleria vittorio emanuele ii"
9531,"pavilion kuala lumpur"
9532,"sm mall of asia"
9533,takashimaya
9534,"king of prussia mall"
9535,"forum istanbul"
9536,"tokyo midtown"
9537,"fifth avenue"
9538,"mitsui outlet park"
9539,"lujiazui shopping mall"
9540,"pavilion kuala lumpur"
9541,"the dubai mall"
9542,"faisalabad mall"
9543,"mall of america"
9544,"central world"
9545,"centro santa fe"
9546,"south coast plaza"
9547,"centro coyoacÃƒÂ¡n"
9548,"mitsui outlet park"
9549,"zorlu center"
9550,"tokyo midtown"
9551,"robinsons place manila"
9552,"lotte world mall"
9553,"faisalabad mall"
9554,"centro santa fe"
9555,"aventura mall"
9556,"zorlu center"
9557,"centro santa fe"
9558,"nanjing deji plaza"
9559,"robinsons place manila"
9560,"south coast plaza"
9561,"kuala lumpur city centre (klcc)"
9562,"siam paragon"
9563,kanyon
9564,"westfield world trade center"
9565,"istanbul cevahir avm"
9566,"mall of america"
9567,"the dubai mall"
9568,"dubai mall"
9569,"south coast plaza"
9570,"istanbul cevahir avm"
9571,"faisalabad mall"
9572,"king abdulaziz center"
9573,"sm seaside city cebu"
9574,"galleria vittorio emanuele ii"
9575,"mall of america"
9576,"south coast plaza"
9577,"mitsui outlet park"
9578,"chadstone shopping centre"
9579,takashimaya
9580,"dubai mall"
9581,"sm seaside city cebu"
9582,"forum istanbul"
9583,"marina bay sands shopping mall"
9584,"galeries lafayette"
9585,"prada store tokyo"
9586,"dubai mall"
9587,"dubai mall"
9588,"mitsui outlet park"
9589,"galleria mall"
9590,"the outlets at orange"
9591,"aventura mall"
9592,"aventura mall"
9593,"korsh mall"
9594,"kuala lumpur city centre (klcc)"
9595,"south coast plaza"
9596,"king abdulaziz center"
9597,"la rinascente"
9598,"plaza satÃƒÂ©lite"
9599,"the outlets at orange"
9600,"central embassy"
9601,"king abdulaziz center"
9602,"forum istanbul"
9603,"tokyo midtown"
9604,"south coast plaza"
9605,"centro coyoacÃƒÂ¡n"
9606,"the mall at millenia"
9607,"westfield london"
9608,"central world"
9609,"marina bay sands shopping mall"
9610,"prada store tokyo"
9611,"nanjing deji plaza"
9612,"pavilion kuala lumpur"
9613,"galleria vittorio emanuele ii"
9614,"mitsui outlet park"
9615,"the outlets at orange"
9616,"sm seaside city cebu"
9617,"oasis mall"
9618,"westfield parramatta"
9619,"aventura mall"
9620,"aventura mall"
9621,"galleria vittorio emanuele ii"
9622,"beverly center"
9623,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9624,"mitsui outlet park"
9625,"dubai mall"
9626,"zorlu center"
9627,"centro coyoacÃƒÂ¡n"
9628,"dubai mall"
9629,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9630,"the mall at millenia"
9631,"marina bay sands shopping mall"
9632,"beverly center"
9633,"plaza satÃƒÂ©lite"
9634,"south coast plaza"
9635,"westfield london"
9636,"centro coyoacÃƒÂ¡n"
9637,"chadstone shopping centre"
9638,"forum istanbul"
9639,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9640,"fifth avenue"
9641,"marina bay sands shopping mall"
9642,"galleria mall"
9643,"westfield parramatta"
9644,"sm seaside city cebu"
9645,"the grove"
9646,"marina bay sands shopping mall"
9647,"galleria vittorio emanuele ii"
9648,"the dubai mall"
9649,"south coast plaza"
9650,"mall of the emirates"
9651,"the grove"
9652,"nanjing deji plaza"
9653,"the outlets at orange"
9654,"galleria mall"
9655,"dubai mall"
9656,"korsh mall"
9657,"moscow mall"
9658,"zorlu center"
9659,"king of prussia mall"
9660,"the mall at millenia"
9661,"moscow mall"
9662,"the grove"
9663,"mitsui outlet park"
9664,"fifth avenue"
9665,"robinsons galleria"
9666,"istanbul cevahir avm"
9667,"king abdulaziz center"
9668,"dubai mall"
9669,"moscow mall"
9670,"kuala lumpur city centre (klcc)"
9671,"westfield london"
9672,"zorlu center"
9673,"robinsons place manila"
9674,"the grove"
9675,"prada store tokyo"
9676,"lujiazui shopping mall"
9677,"sm mall of asia"
9678,"mall of the emirates"
9679,"dubai mall"
9680,kanyon
9681,takashimaya
9682,"chadstone shopping centre"
9683,"centro coyoacÃƒÂ¡n"
9684,"centro coyoacÃƒÂ¡n"
9685,"aventura mall"
9686,"westfield parramatta"
9687,"mall of the emirates"
9688,"central embassy"
9689,"westfield parramatta"
9690,"the grove"
9691,"pavilion kuala lumpur"
9692,"zorlu center"
9693,"istanbul cevahir avm"
9694,"oasis mall"
9695,"the outlets at orange"
9696,vivocity
9697,"galleria mall"
9698,"la rinascente"
9699,"plaza satÃƒÂ©lite"
9700,"oasis mall"
9701,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9702,"oasis mall"
9703,"mall of the emirates"
9704,"westfield london"
9705,"istanbul cevahir avm"
9706,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9707,"chadstone shopping centre"
9708,"robinsons place manila"
9709,"marina bay sands shopping mall"
9710,"plaza satÃƒÂ©lite"
9711,"central world"
9712,"forum istanbul"
9713,"tokyo midtown"
9714,"sm mall of asia"
9715,"dubai mall"
9716,"sm seaside city cebu"
9717,"prada store tokyo"
9718,vivocity
9719,kanyon
9720,"the dubai mall"
9721,"mitsui outlet park"
9722,"fifth avenue"
9723,"galleria vittorio emanuele ii"
9724,"aventura mall"
9725,"korsh mall"
9726,"plaza satÃƒÂ©lite"
9727,"westfield world trade center"
9728,"zorlu center"
9729,"westfield parramatta"
9730,"king of prussia mall"
9731,"westfield london"
9732,"the grove"
9733,"sm mall of asia"
9734,"sm mall of asia"
9735,"centro santa fe"
9736,"istanbul cevahir avm"
9737,takashimaya
9738,"pavilion kuala lumpur"
9739,"kuala lumpur city centre (klcc)"
9740,"kuala lumpur city centre (klcc)"
9741,"centro santa fe"
9742,"mitsui outlet park"
9743,"la rinascente"
9744,"faisalabad mall"
9745,"dubai mall"
9746,vivocity
9747,"the grove"
9748,"centro santa fe"
9749,"oasis mall"
9750,"chadstone shopping centre"
9751,"king abdulaziz center"
9752,"central embassy"
9753,"pavilion kuala lumpur"
9754,"kuala lumpur city centre (klcc)"
9755,"mall of america"
9756,"centro santa fe"
9757,"westfield world trade center"
9758,"the grove"
9759,"oasis mall"
9760,"central world"
9761,"nanjing deji plaza"
9762,"zorlu center"
9763,"plaza satÃƒÂ©lite"
9764,"prada store tokyo"
9765,"oasis mall"
9766,"king of prussia mall"
9767,"plaza satÃƒÂ©lite"
9768,"la rinascente"
9769,"kuala lumpur city centre (klcc)"
9770,"istanbul cevahir avm"
9771,"central world"
9772,kanyon
9773,takashimaya
9774,"mall of the emirates"
9775,"dubai mall"
9776,"south coast plaza"
9777,"galeries lafayette"
9778,"tokyo midtown"
9779,"prada store tokyo"
9780,takashimaya
9781,"centro santa fe"
9782,vivocity
9783,"faisalabad mall"
9784,"zorlu center"
9785,"robinsons galleria"
9786,"nanjing deji plaza"
9787,"chadstone shopping centre"
9788,"la rinascente"
9789,"mall of america"
9790,"centro santa fe"
9791,"forum istanbul"
9792,"central embassy"
9793,"siam paragon"
9794,"sm mall of asia"
9795,"nanjing deji plaza"
9796,"mall of the emirates"
9797,"lujiazui shopping mall"
9798,"south coast plaza"
9799,vivocity
9800,"sm mall of asia"
9801,"faisalabad mall"
9802,"siam paragon"
9803,"plaza satÃƒÂ©lite"
9804,"centro santa fe"
9805,"sm mall of asia"
9806,"plaza satÃƒÂ©lite"
9807,"istanbul cevahir avm"
9808,"marina bay sands shopping mall"
9809,"aventura mall"
9810,"centro santa fe"
9811,takashimaya
9812,"robinsons place manila"
9813,"centro santa fe"
9814,"south coast plaza"
9815,"the dubai mall"
9816,"prada store tokyo"
9817,"the mall at millenia"
9818,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9819,"dubai mall"
9820,"plaza satÃƒÂ©lite"
9821,"galleria mall"
9822,"siam paragon"
9823,"mall of america"
9824,"siam paragon"
9825,"fifth avenue"
9826,kanyon
9827,"king abdulaziz center"
9828,"chadstone shopping centre"
9829,"lujiazui shopping mall"
9830,"moscow mall"
9831,"beverly center"
9832,"south coast plaza"
9833,"galeries lafayette"
9834,"aventura mall"
9835,"moscow mall"
9836,"the mall at millenia"
9837,"sm mall of asia"
9838,"westfield london"
9839,vivocity
9840,"centro santa fe"
9841,"south coast plaza"
9842,"mall of the emirates"
9843,vivocity
9844,"mitsui outlet park"
9845,"kuala lumpur city centre (klcc)"
9846,"centro coyoacÃƒÂ¡n"
9847,"marina bay sands shopping mall"
9848,"tokyo midtown"
9849,kanyon
9850,"tokyo midtown"
9851,"oasis mall"
9852,vivocity
9853,"plaza satÃƒÂ©lite"
9854,"faisalabad mall"
9855,"galleria vittorio emanuele ii"
9856,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9857,"galleria vittorio emanuele ii"
9858,"dubai mall"
9859,"galleria vittorio emanuele ii"
9860,"marina bay sands shopping mall"
9861,takashimaya
9862,"prada store tokyo"
9863,"zorlu center"
9864,"prada store tokyo"
9865,"lujiazui shopping mall"
9866,"kuala lumpur city centre (klcc)"
9867,"galeries lafayette"
9868,"the grove"
9869,"lotte world mall"
9870,"sm mall of asia"
9871,"central world"
9872,"westfield london"
9873,"faisalabad mall"
9874,"central world"
9875,"korsh mall"
9876,"tokyo midtown"
9877,"beverly center"
9878,"galleria vittorio emanuele ii"
9879,"forum istanbul"
9880,"robinsons place manila"
9881,"westfield parramatta"
9882,"king of prussia mall"
9883,"centro santa fe"
9884,"istanbul cevahir avm"
9885,"plaza satÃƒÂ©lite"
9886,"prada store tokyo"
9887,"marina bay sands shopping mall"
9888,"istanbul cevahir avm"
9889,"robinsons place manila"
9890,"south coast plaza"
9891,"pavilion kuala lumpur"
9892,"westfield london"
9893,"robinsons galleria"
9894,"dubai mall"
9895,"the mall at millenia"
9896,"beverly center"
9897,"galeries lafayette"
9898,vivocity
9899,"istanbul cevahir avm"
9900,"pavilion kuala lumpur"
9901,"fifth avenue"
9902,"oasis mall"
9903,"galleria mall"
9904,"king abdulaziz center"
9905,"mall of the emirates"
9906,"sm mall of asia"
9907,"centro coyoacÃƒÂ¡n"
9908,"pavilion kuala lumpur"
9909,"the dubai mall"
9910,"fifth avenue"
9911,"the mall at millenia"
9912,"king of prussia mall"
9913,"marina bay sands shopping mall"
9914,"the grove"
9915,"galeries lafayette"
9916,"the outlets at orange"
9917,"centro santa fe"
9918,"zorlu center"
9919,vivocity
9920,"centro coyoacÃƒÂ¡n"
9921,"dubai mall"
9922,"tokyo midtown"
9923,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
9924,"la rinascente"
9925,"the dubai mall"
9926,"chadstone shopping centre"
9927,"forum istanbul"
9928,"marina bay sands shopping mall"
9929,"central embassy"
9930,"moscow mall"
9931,"kuala lumpur city centre (klcc)"
9932,"lujiazui shopping mall"
9933,"dubai mall"
9934,"la rinascente"
9935,"central world"
9936,"galleria mall"
9937,"siam paragon"
9938,"westfield parramatta"
9939,"centro coyoacÃƒÂ¡n"
9940,"galleria mall"
9941,"pavilion kuala lumpur"
9942,"mall of america"
9943,"south coast plaza"
9944,"sm seaside city cebu"
9945,"chadstone shopping centre"
9946,"zorlu center"
9947,"centro santa fe"
9948,kanyon
9949,"king of prussia mall"
9950,"fifth avenue"
9951,"the mall at millenia"
9952,"centro santa fe"
9953,"the grove"
9954,"galeries lafayette"
9955,"plaza satÃƒÂ©lite"
9956,takashimaya
9957,"galeries lafayette"
9958,"tokyo midtown"
9959,"beverly center"
9960,"forum istanbul"
9961,"lotte world mall"
9962,"prada store tokyo"
9963,"galleria mall"
9964,"oasis mall"
9965,takashimaya
9966,"pavilion kuala lumpur"
9967,"plaza satÃƒÂ©lite"
9968,"marina bay sands shopping mall"
9969,"westfield world trade center"
9970,"beverly center"
9971,"centro santa fe"
9972,"lotte world mall"
9973,vivocity
9974,"westfield london"
9975,"aventura mall"
9976,"westfield parramatta"
9977,"mall of america"
9978,"korsh mall"
9979,"moscow mall"
9980,"la rinascente"
9981,kanyon
9982,"forum istanbul"
9983,"king abdulaziz center"
9984,"centro coyoacÃƒÂ¡n"
9985,"moscow mall"
9986,"sm mall of asia"
9987,"fifth avenue"
9988,"dubai mall"
9989,"nanjing deji plaza"
9990,"robinsons place manila"
9991,"dubai mall"
9992,"king of prussia mall"
9993,"fifth avenue"
9994,"galleria mall"
9995,"south coast plaza"
9996,"galleria mall"
9997,"centro santa fe"
9998,"south coast plaza"
9999,"king abdulaziz center"
10000,"robinsons galleria"
10001,"nanjing deji plaza"
10002,"fifth avenue"
10003,"lotte world mall"
10004,"chadstone shopping centre"
10005,"nanjing deji plaza"
10006,"zorlu center"
10007,"centro coyoacÃƒÂ¡n"
10008,"siam paragon"
10009,"plaza satÃƒÂ©lite"
10010,"nanjing deji plaza"
10011,"westfield parramatta"
10012,"the outlets at orange"
10013,"galleria mall"
10014,"pavilion kuala lumpur"
10015,"the dubai mall"
10016,"fifth avenue"
10017,"westfield world trade center"
10018,"central world"
10019,"tokyo midtown"
10020,"siam paragon"
10021,"oasis mall"
10022,"mall of the emirates"
10023,"the mall at millenia"
10024,"fifth avenue"
10025,"korsh mall"
10026,"the shops at columbus circle"
