invoice_no,customer_id,gender,age,category,shopping_mall,country,quantity,price,payment_method,invoice_date,total_cost,normalized_spending,season,age_group,store_name
I201499,C125286,1,50,Shoes,faisalabad mall,Pakistan,3,1800.51,Credit Card,31/07/2021,5401.53,0.205772571,Summer,36+,Puma
I174523,C105344,1,18,Cosmetics,robinsons place manila,Philippines,4,162.64,Credit Card,31/07/2021,650.56,0.024783238,Summer,18-25,Ulta Beauty
I289203,C247748,1,27,Clothing,centro santa fe,Mexico,5,1500.4,Debit Card,31/07/2021,7502,0.285790476,Summer,26-35,Prada
I156880,C325582,1,44,Technology,mall of america,USA,4,4200,Credit Card,31/07/2021,16800,0.64,Summer,36+,Sony Store
I162535,C262549,1,30,Technology,siam paragon,Thailand,4,4200,Cash,31/07/2021,16800,0.64,Summer,26-35,Samsung
I316265,C206098,0,40,Books,sm seaside city cebu,Philippines,3,45.45,Cash,31/07/2021,136.35,0.005194286,Summer,36+,Kinokuniya
I842352,C208401,0,36,Cosmetics,lotte world mall,South Korea,2,81.32,Cash,31/07/2021,162.64,0.00619581,Summer,36+,The Body Shop
I176469,C876528,1,23,Food & Beverage,galeries lafayette,France,2,10.46,Credit Card,31/07/2021,20.92,0.000796952,Summer,18-25,Mcdonald's
I230558,C292604,1,35,Cosmetics,dubai mall,UAE,2,81.32,Debit Card,31/07/2021,162.64,0.00619581,Summer,26-35,Sephora
I175835,C395308,0,64,Food & Beverage,westfield parramatta,Australia,4,20.92,Credit Card,31/07/2021,83.68,0.00318781,Summer,36+,Carrefour
I253708,C688136,1,32,Books,avenue des champs-Ã©lysÃ©es,France,2,30.3,Credit Card,31/07/2021,60.6,0.002308571,Summer,26-35,Barnes & Noble
I314694,C168642,0,50,Toys,takashimaya,Japan,4,143.36,Cash,30/07/2021,573.44,0.021845333,Summer,36+,Disney Store
I207755,C266775,1,45,Cosmetics,dubai mall,UAE,2,81.32,Credit Card,30/07/2021,162.64,0.00619581,Summer,36+,Sephora
I144029,C106734,0,68,Toys,sm seaside city cebu,Philippines,3,107.52,Cash,30/07/2021,322.56,0.012288,Summer,36+,LEGO Store
I214681,C405299,0,35,Cosmetics,avenue des champs-Ã©lysÃ©es,France,3,121.98,Credit Card,30/07/2021,365.94,0.013940571,Summer,26-35,Sephora
I164383,C158568,1,68,Toys,galleria mall,Egypt,2,71.68,Credit Card,30/07/2021,143.36,0.005461333,Summer,36+,LEGO Store
I504058,C320331,1,32,Food & Beverage,dubai mall,UAE,2,10.46,Cash,30/07/2021,20.92,0.000796952,Summer,26-35,Carrefour
I854599,C197057,1,22,Food & Beverage,the shops at columbus circle,USA,3,15.69,Cash,30/07/2021,47.07,0.001793143,Summer,18-25,Carrefour
I141091,C438832,0,68,Food & Beverage,the dubai mall,UAE,5,26.15,Credit Card,30/07/2021,130.75,0.004980952,Summer,36+,Taco Bell
I318473,C317452,1,41,Clothing,central world,Thailand,1,300.08,Debit Card,30/07/2021,300.08,0.011431619,Summer,36+,H&M
I220277,C190660,0,54,Books,moscow mall,Russia,4,60.6,Credit Card,30/07/2021,242.4,0.009234286,Summer,36+,Books-A-Million
I102075,C127805,1,61,Cosmetics,moscow mall,Russia,1,40.66,Cash,30/07/2021,40.66,0.001548952,Summer,36+,Ulta Beauty
I169376,C139985,0,37,Food & Beverage,galleria vittorio emanuele ii,Italy,1,5.23,Credit Card,30/07/2021,5.23,0.000199238,Summer,36+,Taco Bell
I141806,C106415,1,60,Clothing,sm seaside city cebu,Philippines,1,300.08,Cash,30/07/2021,300.08,0.011431619,Summer,36+,H&M
I660559,C306565,1,47,Food & Beverage,sm seaside city cebu,Philippines,2,10.46,Debit Card,30/07/2021,20.92,0.000796952,Summer,36+,Starbucks
I250646,C313049,1,68,Food & Beverage,plaza satÃ©lite,Mexico,1,5.23,Debit Card,30/07/2021,5.23,0.000199238,Summer,36+,Taco Bell
I159226,C243552,0,44,Technology,nanjing deji plaza,China,4,4200,Credit Card,30/07/2021,16800,0.64,Summer,36+,Apple Store
I279088,C140543,0,60,Technology,dubai mall,UAE,3,3150,Credit Card,30/07/2021,9450,0.36,Summer,36+,Samsung
I167226,C116969,0,65,Clothing,kanyon,Turkey,2,600.16,Credit Card,30/07/2021,1200.32,0.045726476,Summer,36+,Prada
I417968,C873520,1,47,Cosmetics,forum istanbul,Turkey,5,203.3,Cash,30/07/2021,1016.5,0.03872381,Summer,36+,Ulta Beauty
I201807,C324906,0,44,Clothing,galleria vittorio emanuele ii,Italy,5,1500.4,Credit Card,30/07/2021,7502,0.285790476,Summer,36+,H&M
I470368,C311152,1,47,Clothing,galleria vittorio emanuele ii,Italy,3,900.24,Credit Card,30/07/2021,2700.72,0.102884571,Summer,36+,Gap
I521173,C204151,1,44,Clothing,korsh mall,Egypt,4,1200.32,Credit Card,30/07/2021,4801.28,0.182905905,Summer,36+,H&M
I164217,C299448,1,38,Shoes,marina bay sands shopping mall,Singapore,3,1800.51,Cash,29/07/2021,5401.53,0.205772571,Summer,36+,Puma
I217474,C260031,0,25,Shoes,westfield london,UK,3,1800.51,Cash,29/07/2021,5401.53,0.205772571,Summer,18-25,Foot Locker
I110141,C168270,0,29,Clothing,westfield parramatta,Australia,4,1200.32,Credit Card,29/07/2021,4801.28,0.182905905,Summer,26-35,H&M
I466399,C112106,1,55,Clothing,beverly center,USA,4,1200.32,Credit Card,29/07/2021,4801.28,0.182905905,Summer,36+,Zara
I265801,C300581,0,46,Clothing,galleria vittorio emanuele ii,Italy,3,900.24,Credit Card,29/07/2021,2700.72,0.102884571,Summer,36+,Forever 21
I290993,C248298,0,62,Shoes,westfield london,UK,4,2400.68,Debit Card,29/07/2021,9602.72,0.365817905,Summer,36+,New Balance
I127766,C166479,1,53,Clothing,central embassy,Thailand,2,600.16,Cash,29/07/2021,1200.32,0.045726476,Summer,36+,Gap
I139028,C285804,1,20,Toys,sm seaside city cebu,Philippines,1,35.84,Cash,29/07/2021,35.84,0.001365333,Summer,18-25,Toys R Us
I262897,C122525,1,52,Food & Beverage,beverly center,USA,5,26.15,Cash,29/07/2021,130.75,0.004980952,Summer,36+,Starbucks
I272605,C167759,1,39,Food & Beverage,king abdulaziz center,Saudi Arabia,4,20.92,Credit Card,29/07/2021,83.68,0.00318781,Summer,36+,Carrefour
I117234,C239004,1,34,Food & Beverage,istanbul cevahir avm,Turkey,2,10.46,Cash,29/07/2021,20.92,0.000796952,Summer,26-35,Pizza Hut
I353272,C199311,1,34,Clothing,the shops at columbus circle,USA,1,300.08,Credit Card,29/07/2021,300.08,0.011431619,Summer,26-35,Prada
I434983,C107399,0,45,Souvenir,fifth avenue,USA,2,23.46,Credit Card,29/07/2021,46.92,0.001787429,Summer,36+,The Souvenir Shop
I987820,C967846,0,19,Clothing,westfield world trade center,USA,1,300.08,Credit Card,29/07/2021,300.08,0.011431619,Summer,18-25,Forever 21
I970966,C288655,1,46,Souvenir,plaza satÃ©lite,Mexico,3,35.19,Credit Card,29/07/2021,105.57,0.004021714,Summer,36+,The Souvenir Shop
I317105,C177975,1,30,Souvenir,mitsui outlet park,Japan,5,58.65,Debit Card,29/07/2021,293.25,0.011171429,Summer,26-35,Shop the World
I140534,C288332,0,24,Souvenir,istanbul cevahir avm,Turkey,1,11.73,Cash,29/07/2021,11.73,0.000446857,Summer,18-25,The Souvenir Shop
I151981,C241143,1,21,Toys,the outlets at orange,USA,4,143.36,Cash,29/07/2021,573.44,0.021845333,Summer,18-25,Disney Store
I297029,C203119,1,36,Toys,the outlets at orange,USA,3,107.52,Credit Card,29/07/2021,322.56,0.012288,Summer,36+,LEGO Store
I216249,C799171,1,30,Food & Beverage,pavilion kuala lumpur,Malaysia,1,5.23,Cash,29/07/2021,5.23,0.000199238,Summer,26-35,Starbucks
I169684,C226252,0,21,Food & Beverage,centro coyoacÃ¡n,Mexico,1,5.23,Debit Card,28/07/2021,5.23,0.000199238,Summer,18-25,Starbucks
I181860,C315889,1,60,Clothing,moscow mall,Russia,2,600.16,Debit Card,28/07/2021,1200.32,0.045726476,Summer,36+,H&M
I938538,C432988,0,34,Clothing,zorlu center,Turkey,3,900.24,Credit Card,28/07/2021,2700.72,0.102884571,Summer,26-35,Forever 21
I157403,C197920,1,46,Clothing,nanjing deji plaza,China,4,1200.32,Cash,28/07/2021,4801.28,0.182905905,Summer,36+,Forever 21
I563052,C246602,1,53,Cosmetics,galleria vittorio emanuele ii,Italy,4,162.64,Cash,28/07/2021,650.56,0.024783238,Summer,36+,MAC
I173174,C137773,1,64,Technology,king of prussia mall,USA,1,1050,Debit Card,28/07/2021,1050,0.04,Summer,36+,Samsung
I131482,C325283,1,31,Clothing,takashimaya,Japan,3,900.24,Credit Card,28/07/2021,2700.72,0.102884571,Summer,26-35,Forever 21
I182831,C810213,0,48,Shoes,south coast plaza,USA,3,1800.51,Cash,28/07/2021,5401.53,0.205772571,Summer,36+,Puma
I335112,C510210,1,30,Clothing,centro santa fe,Mexico,4,1200.32,Credit Card,28/07/2021,4801.28,0.182905905,Summer,26-35,Forever 21
I380300,C161506,0,55,Cosmetics,oasis mall,Egypt,3,121.98,Credit Card,28/07/2021,365.94,0.013940571,Summer,36+,Sephora
I332633,C936385,1,66,Food & Beverage,dubai mall,UAE,4,20.92,Credit Card,28/07/2021,83.68,0.00318781,Summer,36+,Taco Bell
I981978,C294143,0,34,Shoes,galeries lafayette,France,2,1200.34,Cash,28/07/2021,2400.68,0.091454476,Summer,26-35,Adidas
I213167,C111668,0,25,Clothing,chadstone shopping centre,Australia,1,300.08,Credit Card,28/07/2021,300.08,0.011431619,Summer,18-25,H&M
I233279,C208045,0,43,Souvenir,robinsons place manila,Philippines,5,58.65,Cash,28/07/2021,293.25,0.011171429,Summer,36+,Hard Rock Cafe
I124407,C101329,1,36,Cosmetics,the mall at millenia,USA,2,81.32,Debit Card,28/07/2021,162.64,0.00619581,Summer,36+,Sephora
I146487,C199997,1,31,Toys,south coast plaza,USA,1,35.84,Credit Card,27/07/2021,35.84,0.001365333,Summer,26-35,LEGO Store
I153928,C151740,1,49,Shoes,sm seaside city cebu,Philippines,1,600.17,Cash,27/07/2021,600.17,0.022863619,Summer,36+,Foot Locker
I483331,C293646,1,63,Books,kanyon,Turkey,5,75.75,Debit Card,27/07/2021,378.75,0.014428571,Summer,36+,Kinokuniya
I203983,C147965,1,24,Toys,galleria vittorio emanuele ii,Italy,2,71.68,Credit Card,27/07/2021,143.36,0.005461333,Summer,18-25,Hamleys
I309208,C568602,1,32,Souvenir,westfield london,UK,4,46.92,Cash,27/07/2021,187.68,0.007149714,Summer,26-35,Shop the World
I278795,C846863,1,32,Cosmetics,fifth avenue,USA,4,162.64,Cash,27/07/2021,650.56,0.024783238,Summer,26-35,MAC
I766455,C101912,1,59,Shoes,central world,Thailand,4,2400.68,Credit Card,27/07/2021,9602.72,0.365817905,Summer,36+,Nike
I257005,C311439,0,31,Shoes,king abdulaziz center,Saudi Arabia,5,3000.85,Credit Card,27/07/2021,15004.25,0.571590476,Summer,26-35,New Balance
I326066,C130423,1,33,Clothing,galeries lafayette,France,3,900.24,Cash,27/07/2021,2700.72,0.102884571,Summer,26-35,Gap
I298783,C636318,1,52,Clothing,siam paragon,Thailand,5,1500.4,Debit Card,27/07/2021,7502,0.285790476,Summer,36+,Forever 21
I279189,C295259,1,50,Clothing,faisalabad mall,Pakistan,3,900.24,Credit Card,27/07/2021,2700.72,0.102884571,Summer,36+,H&M
I645081,C886447,1,55,Shoes,the outlets at orange,USA,1,600.17,Cash,27/07/2021,600.17,0.022863619,Summer,36+,Nike
I237259,C272572,1,63,Clothing,mall of the emirates,UAE,3,900.24,Credit Card,27/07/2021,2700.72,0.102884571,Summer,36+,Forever 21
I198589,C300666,1,56,Clothing,central embassy,Thailand,2,600.16,Credit Card,26/07/2021,1200.32,0.045726476,Summer,36+,Gap
I187523,C985121,0,38,Clothing,central world,Thailand,4,1200.32,Credit Card,26/07/2021,4801.28,0.182905905,Summer,36+,Prada
I993048,C218149,1,46,Clothing,sm mall of asia,Philippines,2,600.16,Cash,26/07/2021,1200.32,0.045726476,Summer,36+,Prada
I141788,C204233,0,66,Clothing,centro santa fe,Mexico,3,900.24,Credit Card,26/07/2021,2700.72,0.102884571,Summer,36+,H&M
I742630,C826736,1,28,Food & Beverage,kanyon,Turkey,3,15.69,Credit Card,26/07/2021,47.07,0.001793143,Summer,26-35,Starbucks
I183379,C201989,1,47,Food & Beverage,plaza satÃ©lite,Mexico,3,15.69,Credit Card,26/07/2021,47.07,0.001793143,Summer,36+,Pizza Hut
I135137,C237300,1,47,Toys,the outlets at orange,USA,1,35.84,Cash,26/07/2021,35.84,0.001365333,Summer,36+,Disney Store
I279502,C247240,1,32,Shoes,westfield world trade center,USA,2,1200.34,Credit Card,26/07/2021,2400.68,0.091454476,Summer,26-35,New Balance
I117486,C186971,1,58,Clothing,chadstone shopping centre,Australia,1,300.08,Credit Card,26/07/2021,300.08,0.011431619,Summer,36+,Gap
I279237,C321131,0,56,Clothing,pavilion kuala lumpur,Malaysia,1,300.08,Debit Card,26/07/2021,300.08,0.011431619,Summer,36+,Zara
I326870,C262522,0,31,Toys,the dubai mall,UAE,2,71.68,Credit Card,26/07/2021,143.36,0.005461333,Summer,26-35,Hamleys
I865912,C136533,1,49,Books,the outlets at orange,USA,3,45.45,Cash,26/07/2021,136.35,0.005194286,Summer,36+,Barnes & Noble
I159303,C761720,0,34,Food & Beverage,the dubai mall,UAE,4,20.92,Credit Card,25/07/2021,83.68,0.00318781,Summer,26-35,Pizza Hut
I526600,C180651,1,19,Books,lujiazui shopping mall,China,1,15.15,Credit Card,25/07/2021,15.15,0.000577143,Summer,18-25,Barnes & Noble
I289572,C108689,1,64,Food & Beverage,siam paragon,Thailand,3,15.69,Credit Card,25/07/2021,47.07,0.001793143,Summer,36+,Mcdonald's
I122783,C264562,0,28,Food & Beverage,south coast plaza,USA,2,10.46,Cash,25/07/2021,20.92,0.000796952,Summer,26-35,Taco Bell
I202043,C100019,1,21,Toys,faisalabad mall,Pakistan,1,35.84,Credit Card,25/07/2021,35.84,0.001365333,Summer,18-25,LEGO Store
I304204,C286647,0,38,Books,zorlu center,Turkey,1,15.15,Cash,25/07/2021,15.15,0.000577143,Summer,36+,Waterstones
I137738,C292335,1,25,Shoes,dubai mall,UAE,4,2400.68,Credit Card,25/07/2021,9602.72,0.365817905,Summer,18-25,Nike
I337886,C334950,0,21,Clothing,dubai mall,UAE,5,1500.4,Cash,25/07/2021,7502,0.285790476,Summer,18-25,Gap
I894502,C284259,0,35,Clothing,pavilion kuala lumpur,Malaysia,3,900.24,Debit Card,25/07/2021,2700.72,0.102884571,Summer,26-35,Prada
I153941,C338552,1,21,Clothing,robinsons galleria,Philippines,3,900.24,Credit Card,25/07/2021,2700.72,0.102884571,Summer,18-25,Prada
I326193,C196749,1,65,Clothing,robinsons galleria,Philippines,4,1200.32,Cash,25/07/2021,4801.28,0.182905905,Summer,36+,Prada
I906254,C210488,1,32,Clothing,the shops at columbus circle,USA,2,600.16,Debit Card,25/07/2021,1200.32,0.045726476,Summer,26-35,H&M
I124802,C297452,0,24,Technology,kuala lumpur city centre (klcc),Malaysia,5,5250,Debit Card,25/07/2021,26250,1,Summer,18-25,Sony Store
I763903,C113451,1,58,Clothing,king of prussia mall,USA,2,600.16,Debit Card,25/07/2021,1200.32,0.045726476,Summer,36+,Prada
I207950,C172238,1,23,Cosmetics,westfield london,UK,5,203.3,Credit Card,25/07/2021,1016.5,0.03872381,Summer,18-25,Ulta Beauty
I238732,C195970,1,67,Clothing,lujiazui shopping mall,China,3,900.24,Debit Card,25/07/2021,2700.72,0.102884571,Summer,36+,H&M
I229660,C321965,1,22,Clothing,plaza satÃ©lite,Mexico,3,900.24,Cash,25/07/2021,2700.72,0.102884571,Summer,18-25,Zara
I227560,C121797,0,55,Technology,dubai mall,UAE,1,1050,Cash,25/07/2021,1050,0.04,Summer,36+,Best Buy
I842493,C202057,0,48,Clothing,takashimaya,Japan,3,900.24,Debit Card,25/07/2021,2700.72,0.102884571,Summer,36+,Prada
I175108,C200091,1,27,Clothing,faisalabad mall,Pakistan,2,600.16,Cash,25/07/2021,1200.32,0.045726476,Summer,26-35,Gap
I869428,C158061,1,26,Clothing,siam paragon,Thailand,5,1500.4,Credit Card,25/07/2021,7502,0.285790476,Summer,26-35,Forever 21
I137001,C319187,1,38,Clothing,lujiazui shopping mall,China,5,1500.4,Cash,24/07/2021,7502,0.285790476,Summer,36+,Prada
I275218,C251546,1,57,Cosmetics,oasis mall,Egypt,5,203.3,Debit Card,24/07/2021,1016.5,0.03872381,Summer,36+,Sephora
I659868,C258189,1,27,Shoes,mitsui outlet park,Japan,1,600.17,Credit Card,24/07/2021,600.17,0.022863619,Summer,26-35,New Balance
I301033,C121362,1,51,Clothing,westfield london,UK,3,900.24,Cash,24/07/2021,2700.72,0.102884571,Summer,36+,Gap
I952489,C127741,0,26,Clothing,robinsons place manila,Philippines,5,1500.4,Debit Card,24/07/2021,7502,0.285790476,Summer,26-35,Forever 21
I161954,C110729,1,33,Food & Beverage,centro coyoacÃ¡n,Mexico,5,26.15,Cash,24/07/2021,130.75,0.004980952,Summer,26-35,Pizza Hut
I136326,C317743,0,57,Books,mall of the emirates,UAE,5,75.75,Credit Card,24/07/2021,378.75,0.014428571,Summer,36+,Books-A-Million
I175285,C201484,1,27,Food & Beverage,marina bay sands shopping mall,Singapore,5,26.15,Credit Card,24/07/2021,130.75,0.004980952,Summer,26-35,Starbucks
I462754,C241672,1,58,Food & Beverage,galleria vittorio emanuele ii,Italy,1,5.23,Credit Card,24/07/2021,5.23,0.000199238,Summer,36+,Carrefour
I291495,C352873,0,23,Books,takashimaya,Japan,4,60.6,Debit Card,24/07/2021,242.4,0.009234286,Summer,18-25,Barnes & Noble
I158028,C192952,0,28,Books,korsh mall,Egypt,5,75.75,Cash,24/07/2021,378.75,0.014428571,Summer,26-35,Barnes & Noble
I226172,C171154,1,69,Shoes,chadstone shopping centre,Australia,1,600.17,Cash,24/07/2021,600.17,0.022863619,Summer,36+,Nike
I280457,C282128,1,58,Cosmetics,marina bay sands shopping mall,Singapore,3,121.98,Cash,24/07/2021,365.94,0.013940571,Summer,36+,The Body Shop
I433430,C282448,0,62,Toys,the grove,USA,3,107.52,Debit Card,23/07/2021,322.56,0.012288,Summer,36+,Toys R Us
I167815,C317791,0,39,Shoes,istanbul cevahir avm,Turkey,2,1200.34,Credit Card,23/07/2021,2400.68,0.091454476,Summer,36+,Puma
I152216,C591514,1,43,Books,sm mall of asia,Philippines,4,60.6,Cash,23/07/2021,242.4,0.009234286,Summer,36+,Barnes & Noble
I126150,C682804,1,52,Food & Beverage,dubai mall,UAE,3,15.69,Cash,23/07/2021,47.07,0.001793143,Summer,36+,Starbucks
I124051,C760545,0,33,Clothing,kuala lumpur city centre (klcc),Malaysia,1,300.08,Credit Card,23/07/2021,300.08,0.011431619,Summer,26-35,Forever 21
I284262,C127339,0,29,Food & Beverage,dubai mall,UAE,3,15.69,Cash,23/07/2021,47.07,0.001793143,Summer,26-35,Carrefour
I121628,C258679,0,46,Clothing,istanbul cevahir avm,Turkey,4,1200.32,Credit Card,23/07/2021,4801.28,0.182905905,Summer,36+,Prada
I361028,C647656,1,59,Shoes,faisalabad mall,Pakistan,2,1200.34,Cash,23/07/2021,2400.68,0.091454476,Summer,36+,Foot Locker
I825857,C322586,1,61,Clothing,sm mall of asia,Philippines,2,600.16,Cash,23/07/2021,1200.32,0.045726476,Summer,36+,Prada
I291153,C886593,1,28,Clothing,avenue des champs-Ã©lysÃ©es,France,5,1500.4,Debit Card,23/07/2021,7502,0.285790476,Summer,26-35,H&M
I948837,C181624,1,56,Clothing,beverly center,USA,2,600.16,Cash,23/07/2021,1200.32,0.045726476,Summer,36+,Zara
I162440,C326478,0,45,Shoes,nanjing deji plaza,China,5,3000.85,Cash,23/07/2021,15004.25,0.571590476,Summer,36+,Adidas
I192426,C246689,1,50,Clothing,siam paragon,Thailand,2,600.16,Cash,23/07/2021,1200.32,0.045726476,Summer,36+,H&M
I149796,C121704,1,52,Shoes,the mall at millenia,USA,1,600.17,Cash,23/07/2021,600.17,0.022863619,Summer,36+,Nike
I282955,C160936,0,27,Clothing,aventura mall,USA,5,1500.4,Debit Card,23/07/2021,7502,0.285790476,Summer,26-35,H&M
I256231,C102500,0,41,Clothing,forum istanbul,Turkey,5,1500.4,Credit Card,23/07/2021,7502,0.285790476,Summer,36+,H&M
I455250,C335335,0,51,Technology,mall of america,USA,3,3150,Credit Card,23/07/2021,9450,0.36,Summer,36+,Best Buy
I273335,C191166,1,37,Clothing,tokyo midtown,Japan,4,1200.32,Cash,23/07/2021,4801.28,0.182905905,Summer,36+,Forever 21
I213945,C645130,1,46,Shoes,the shops at columbus circle,USA,5,3000.85,Credit Card,22/07/2021,15004.25,0.571590476,Summer,36+,Nike
I156348,C914511,1,27,Clothing,centro coyoacÃ¡n,Mexico,5,1500.4,Credit Card,22/07/2021,7502,0.285790476,Summer,26-35,Zara
I239414,C192204,1,61,Clothing,prada store tokyo,Japan,5,1500.4,Cash,22/07/2021,7502,0.285790476,Summer,36+,Zara
I297824,C252962,0,25,Cosmetics,moscow mall,Russia,4,162.64,Debit Card,22/07/2021,650.56,0.024783238,Summer,18-25,MAC
I135829,C128891,1,41,Toys,zorlu center,Turkey,5,179.2,Cash,22/07/2021,896,0.034133333,Summer,36+,Disney Store
I236164,C244965,1,58,Clothing,king of prussia mall,USA,5,1500.4,Credit Card,22/07/2021,7502,0.285790476,Summer,36+,H&M
I287621,C282509,0,63,Clothing,robinsons place manila,Philippines,1,300.08,Cash,22/07/2021,300.08,0.011431619,Summer,36+,Forever 21
I268142,C141530,1,31,Books,sm seaside city cebu,Philippines,1,15.15,Cash,22/07/2021,15.15,0.000577143,Summer,26-35,Books-A-Million
I285291,C317170,0,31,Clothing,beverly center,USA,1,300.08,Cash,22/07/2021,300.08,0.011431619,Summer,26-35,Zara
I995932,C225713,1,53,Cosmetics,pavilion kuala lumpur,Malaysia,3,121.98,Credit Card,22/07/2021,365.94,0.013940571,Summer,36+,Ulta Beauty
I673547,C177516,1,69,Souvenir,zorlu center,Turkey,2,23.46,Cash,22/07/2021,46.92,0.001787429,Summer,36+,Shop the World
I276853,C166177,0,22,Food & Beverage,forum istanbul,Turkey,3,15.69,Debit Card,21/07/2021,47.07,0.001793143,Summer,18-25,Taco Bell
I174366,C272690,1,22,Clothing,galleria mall,Egypt,1,300.08,Debit Card,21/07/2021,300.08,0.011431619,Summer,18-25,Gap
I333684,C238297,0,66,Toys,pavilion kuala lumpur,Malaysia,2,71.68,Credit Card,21/07/2021,143.36,0.005461333,Summer,36+,LEGO Store
I267608,C150457,0,30,Food & Beverage,westfield world trade center,USA,3,15.69,Credit Card,21/07/2021,47.07,0.001793143,Summer,26-35,Mcdonald's
I289729,C817996,1,54,Cosmetics,kuala lumpur city centre (klcc),Malaysia,1,40.66,Credit Card,21/07/2021,40.66,0.001548952,Summer,36+,MAC
I201641,C195517,1,67,Food & Beverage,takashimaya,Japan,3,15.69,Cash,21/07/2021,47.07,0.001793143,Summer,36+,Mcdonald's
I938851,C282542,0,41,Souvenir,galeries lafayette,France,5,58.65,Cash,21/07/2021,293.25,0.011171429,Summer,36+,Hard Rock Cafe
I181684,C151911,0,64,Toys,oasis mall,Egypt,4,143.36,Debit Card,21/07/2021,573.44,0.021845333,Summer,36+,LEGO Store
I215276,C259216,1,66,Cosmetics,central embassy,Thailand,4,162.64,Credit Card,21/07/2021,650.56,0.024783238,Summer,36+,The Body Shop
I331280,C100607,1,54,Technology,galleria mall,Egypt,5,5250,Cash,21/07/2021,26250,1,Summer,36+,Sony Store
I199321,C325500,0,24,Cosmetics,robinsons galleria,Philippines,5,203.3,Cash,21/07/2021,1016.5,0.03872381,Summer,18-25,The Body Shop
I744050,C261013,1,33,Clothing,mall of america,USA,2,600.16,Credit Card,21/07/2021,1200.32,0.045726476,Summer,26-35,H&M
I295552,C250628,0,67,Clothing,moscow mall,Russia,5,1500.4,Cash,21/07/2021,7502,0.285790476,Summer,36+,H&M
I158384,C982867,0,23,Clothing,aventura mall,USA,2,600.16,Credit Card,21/07/2021,1200.32,0.045726476,Summer,18-25,Zara
I104444,C209086,1,21,Toys,oasis mall,Egypt,5,179.2,Cash,21/07/2021,896,0.034133333,Summer,18-25,Toys R Us
I124869,C158960,0,44,Clothing,galleria mall,Egypt,3,900.24,Debit Card,21/07/2021,2700.72,0.102884571,Summer,36+,Zara
I783130,C124712,1,32,Shoes,robinsons galleria,Philippines,2,1200.34,Credit Card,20/07/2021,2400.68,0.091454476,Summer,26-35,Nike
I799670,C202368,1,34,Clothing,vivocity,Singapore,4,1200.32,Debit Card,20/07/2021,4801.28,0.182905905,Summer,26-35,Forever 21
I292401,C198471,1,53,Clothing,vivocity,Singapore,3,900.24,Cash,20/07/2021,2700.72,0.102884571,Summer,36+,Forever 21
I647418,C335494,0,67,Clothing,south coast plaza,USA,4,1200.32,Credit Card,20/07/2021,4801.28,0.182905905,Summer,36+,Zara
I797502,C282359,1,43,Clothing,dubai mall,UAE,4,1200.32,Cash,20/07/2021,4801.28,0.182905905,Summer,36+,Zara
I535236,C144370,0,31,Clothing,zorlu center,Turkey,2,600.16,Credit Card,20/07/2021,1200.32,0.045726476,Summer,26-35,Zara
I173626,C319847,1,21,Cosmetics,oasis mall,Egypt,4,162.64,Debit Card,20/07/2021,650.56,0.024783238,Summer,18-25,Sephora
I135057,C643519,0,52,Clothing,beverly center,USA,3,900.24,Credit Card,20/07/2021,2700.72,0.102884571,Summer,36+,Gap
I243757,C201957,0,50,Clothing,siam paragon,Thailand,4,1200.32,Credit Card,20/07/2021,4801.28,0.182905905,Summer,36+,Forever 21
I108695,C197638,1,69,Shoes,the grove,USA,5,3000.85,Debit Card,20/07/2021,15004.25,0.571590476,Summer,36+,New Balance
I335389,C226787,1,43,Shoes,moscow mall,Russia,2,1200.34,Credit Card,20/07/2021,2400.68,0.091454476,Summer,36+,Nike
I328847,C136520,1,21,Food & Beverage,westfield parramatta,Australia,4,20.92,Credit Card,20/07/2021,83.68,0.00318781,Summer,18-25,Taco Bell
I102040,C184203,0,39,Toys,galeries lafayette,France,4,143.36,Cash,20/07/2021,573.44,0.021845333,Summer,36+,Toys R Us
I515200,C100463,0,48,Food & Beverage,beverly center,USA,2,10.46,Credit Card,20/07/2021,20.92,0.000796952,Summer,36+,Mcdonald's
I180106,C154000,1,43,Clothing,forum istanbul,Turkey,1,300.08,Cash,20/07/2021,300.08,0.011431619,Summer,36+,H&M
I205309,C411576,0,23,Books,south coast plaza,USA,1,15.15,Credit Card,20/07/2021,15.15,0.000577143,Summer,18-25,Barnes & Noble
I197010,C249231,0,56,Food & Beverage,king of prussia mall,USA,1,5.23,Cash,20/07/2021,5.23,0.000199238,Summer,36+,Taco Bell
I475155,C147342,1,36,Food & Beverage,robinsons place manila,Philippines,1,5.23,Cash,20/07/2021,5.23,0.000199238,Summer,36+,Starbucks
I291971,C139840,0,23,Shoes,the dubai mall,UAE,1,600.17,Credit Card,19/07/2021,600.17,0.022863619,Summer,18-25,Foot Locker
I240691,C326602,1,69,Clothing,beverly center,USA,5,1500.4,Cash,19/07/2021,7502,0.285790476,Summer,36+,Forever 21
I301975,C484957,0,65,Cosmetics,takashimaya,Japan,5,203.3,Cash,19/07/2021,1016.5,0.03872381,Summer,36+,Sephora
I132817,C507725,1,27,Shoes,the grove,USA,5,3000.85,Credit Card,19/07/2021,15004.25,0.571590476,Summer,26-35,Adidas
I981520,C602769,0,67,Clothing,forum istanbul,Turkey,3,900.24,Credit Card,19/07/2021,2700.72,0.102884571,Summer,36+,Zara
