store_id,store_name,shopping_mall
10021,Adidas,"oasis mall"
10022,Samsung,"mall of the emirates"
10023,Sephora,"the mall at millenia"
10024,"The Body Shop","fifth avenue"
10025,H&M,"korsh mall"
10026,Prada,"the shops at columbus circle"
10027,Zara,"king of prussia mall"
10028,Gap,"galleria mall"
10029,Puma,"central world"
10030,Gap,"the grove"
10031,MAC,"kuala lumpur city centre (klcc)"
10032,Prada,"westfield london"
10033,"Ulta Beauty","mitsui outlet park"
10034,Hamleys,"dubai mall"
10035,"Toys R Us","mitsui outlet park"
10036,"Ulta Beauty","marina bay sands shopping mall"
10037,Prada,"kuala lumpur city centre (klcc)"
10038,Hamleys,"marina bay sands shopping mall"
10039,Starbucks,"korsh mall"
10040,Mcdonald's,"the shops at columbus circle"
10041,"Toys R Us","faisalabad mall"
10042,Starbucks,"siam paragon"
10043,Gap,"istanbul cevahir avm"
10044,"Pizza Hut","lujiazui shopping mall"
10045,H&M,"nanjing deji plaza"
10046,MAC,"siam paragon"
10047,Carrefour,"the outlets at orange"
10048,"Taco Bell","king abdulaziz center"
10049,Sephora,"zorlu center"
10050,Kinokuniya,"the mall at millenia"
10051,Mcdonald's,"galeries lafayette"
10052,"Pizza Hut","westfield world trade center"
10053,Starbucks,"galleria mall"
10054,Hamleys,"korsh mall"
10055,Puma,"moscow mall"
10056,"Ulta Beauty","the outlets at orange"
10057,"Best Buy","central world"
10058,H&M,"king abdulaziz center"
10059,Gap,"kuala lumpur city centre (klcc)"
10060,"The Body Shop","kuala lumpur city centre (klcc)"
10061,Nike,"mall of the emirates"
10062,"Forever 21","central world"
10063,Zara,"galleria mall"
10064,Nike,"mitsui outlet park"
10065,Zara,kanyon
10066,Gap,"lujiazui shopping mall"
10067,Samsung,kanyon
10068,Gap,"robinsons galleria"
10069,Zara,"galleria vittorio emanuele ii"
10070,"Ulta Beauty","marina bay sands shopping mall"
10071,Zara,"the grove"
10072,"Disney Store","beverly center"
10073,"LEGO Store","beverly center"
10074,Gap,"tokyo midtown"
10075,"Barnes & Noble","istanbul cevahir avm"
10076,"Pizza Hut","oasis mall"
10077,"Taco Bell","mall of the emirates"
10078,Mcdonald's,"la rinascente"
10079,H&M,"faisalabad mall"
10080,Prada,"faisalabad mall"
10081,"Best Buy","moscow mall"
10082,"Forever 21","korsh mall"
10083,H&M,"lujiazui shopping mall"
10084,"Sony Store","chadstone shopping centre"
10085,Gap,takashimaya
10086,Zara,"oasis mall"
10087,"Taco Bell","sm seaside city cebu"
10088,Carrefour,vivocity
10089,"The Body Shop","mall of the emirates"
10090,"Shop the World","south coast plaza"
10091,H&M,"robinsons place manila"
10092,"Toys R Us","robinsons place manila"
10093,Zara,"lotte world mall"
10094,Mcdonald's,"centro santa fe"
10095,Puma,"the shops at columbus circle"
10096,"Ulta Beauty","tokyo midtown"
10097,"Toys R Us","galleria mall"
10098,Prada,"nanjing deji plaza"
10099,Hamleys,"moscow mall"
10100,Carrefour,"centro coyoacÃƒÂ¡n"
10101,MAC,"the mall at millenia"
10102,"Foot Locker","faisalabad mall"
10103,Zara,"westfield london"
10104,"New Balance","mitsui outlet park"
10105,"Forever 21","beverly center"
10106,Prada,"zorlu center"
10107,H&M,"king of prussia mall"
10108,"New Balance","lotte world mall"
10109,"Foot Locker","moscow mall"
10110,Zara,"centro santa fe"
10111,Prada,kanyon
10112,Prada,"westfield world trade center"
10113,"Ulta Beauty","plaza satÃƒÂ©lite"
10114,Gap,"fifth avenue"
10115,Adidas,"king abdulaziz center"
10116,"Forever 21","lotte world mall"
10117,H&M,"forum istanbul"
10118,Zara,"nanjing deji plaza"
10119,Hamleys,"robinsons place manila"
10120,"Forever 21",takashimaya
10121,MAC,"la rinascente"
10122,MAC,"dubai mall"
10123,H&M,"robinsons place manila"
10124,Gap,"the shops at columbus circle"
10125,"Ulta Beauty","robinsons galleria"
10126,Carrefour,"tokyo midtown"
10127,"Pizza Hut","chadstone shopping centre"
10128,Starbucks,"mitsui outlet park"
10129,Starbucks,"oasis mall"
10130,"Shop the World","nanjing deji plaza"
10131,Puma,"lotte world mall"
10132,Prada,"forum istanbul"
10133,"Forever 21","korsh mall"
10134,"Forever 21","dubai mall"
10135,Zara,"king of prussia mall"
10136,Sephora,"the outlets at orange"
10137,H&M,"the outlets at orange"
10138,Zara,"westfield parramatta"
10139,"Forever 21","robinsons place manila"
10140,Starbucks,takashimaya
10141,Starbucks,"beverly center"
10142,Hamleys,"robinsons galleria"
10143,"Pizza Hut","king abdulaziz center"
10144,"Disney Store","forum istanbul"
10145,"LEGO Store","korsh mall"
10146,Prada,"forum istanbul"
10147,Prada,"sm mall of asia"
10148,"Microsoft Store","galleria vittorio emanuele ii"
10149,"Best Buy","westfield london"
10150,"Forever 21","mitsui outlet park"
10151,H&M,"kuala lumpur city centre (klcc)"
10152,"Forever 21","centro santa fe"
10153,"New Balance","tokyo midtown"
10154,Nike,"galeries lafayette"
10155,"The Body Shop","chadstone shopping centre"
10156,"Forever 21","mall of america"
10157,Gap,"mitsui outlet park"
10158,Gap,"king of prussia mall"
10159,"Toys R Us","tokyo midtown"
10160,Mcdonald's,kanyon
10161,Carrefour,"oasis mall"
10162,Hamleys,"westfield london"
10163,"The Body Shop","moscow mall"
10164,"The Body Shop","robinsons galleria"
10165,"LEGO Store","plaza satÃƒÂ©lite"
10166,Gap,"korsh mall"
10167,MAC,"the outlets at orange"
10168,"Pizza Hut","the dubai mall"
10169,"Taco Bell","the mall at millenia"
10170,H&M,"south coast plaza"
10171,Hamleys,"mitsui outlet park"
10172,"The Body Shop","robinsons galleria"
10173,"Toys R Us",vivocity
10174,"New Balance","lujiazui shopping mall"
10175,"Apple Store","robinsons galleria"
10176,MAC,"westfield world trade center"
10177,Adidas,"siam paragon"
10178,Gap,"mall of the emirates"
10179,"Forever 21","chadstone shopping centre"
10180,Zara,"la rinascente"
10181,Nike,"aventura mall"
10182,"Best Buy","korsh mall"
10183,Adidas,"prada store tokyo"
10184,Prada,"westfield london"
10185,Prada,"robinsons galleria"
10186,Zara,"dubai mall"
10187,Prada,"westfield london"
10188,Prada,"dubai mall"
10189,"Microsoft Store","lujiazui shopping mall"
10190,"The Souvenir Shop",vivocity
10191,"Foot Locker","aventura mall"
10192,Prada,"galleria mall"
10193,"Ulta Beauty","pavilion kuala lumpur"
10194,"The Body Shop","la rinascente"
10195,"Forever 21","kuala lumpur city centre (klcc)"
10196,Carrefour,"fifth avenue"
10197,Prada,"plaza satÃƒÂ©lite"
10198,Gap,"la rinascente"
10199,"The Souvenir Shop","oasis mall"
10200,Carrefour,"centro coyoacÃƒÂ¡n"
10201,"Ulta Beauty","zorlu center"
10202,Sephora,"the shops at columbus circle"
10203,Nike,"westfield london"
10204,"Foot Locker","siam paragon"
10205,Nike,"westfield parramatta"
10206,H&M,"the shops at columbus circle"
10207,Puma,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10208,Sephora,"la rinascente"
10209,"Forever 21","beverly center"
10210,"Foot Locker","robinsons place manila"
10211,Gap,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10212,Adidas,"fifth avenue"
10213,"Microsoft Store","king abdulaziz center"
10214,"Forever 21","sm mall of asia"
10215,Gap,"king abdulaziz center"
10216,Hamleys,"the outlets at orange"
10217,Zara,"robinsons place manila"
10218,Gap,"beverly center"
10219,Gap,"forum istanbul"
10220,Adidas,"kuala lumpur city centre (klcc)"
10221,"Forever 21","the shops at columbus circle"
10222,MAC,"faisalabad mall"
10223,Starbucks,"the outlets at orange"
10224,Prada,"sm seaside city cebu"
10225,"Pizza Hut","the outlets at orange"
10226,Gap,"mall of america"
10227,Hamleys,"siam paragon"
10228,"Pizza Hut","centro santa fe"
10229,"World Market","the grove"
10230,Hamleys,"beverly center"
10231,Mcdonald's,"robinsons place manila"
10232,Starbucks,"galleria mall"
10233,Waterstones,"mall of america"
10234,Carrefour,"the shops at columbus circle"
10235,Gap,"nanjing deji plaza"
10236,"Ulta Beauty","centro coyoacÃƒÂ¡n"
10237,Adidas,"tokyo midtown"
10238,"The Body Shop","galleria vittorio emanuele ii"
10239,Carrefour,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10240,Sephora,"korsh mall"
10241,"Disney Store","king of prussia mall"
10242,Nike,"westfield parramatta"
10243,Sephora,"robinsons galleria"
10244,Sephora,"chadstone shopping centre"
10245,Zara,"westfield parramatta"
10246,MAC,"sm seaside city cebu"
10247,Gap,"centro santa fe"
10248,Gap,"forum istanbul"
10249,"Toys R Us","plaza satÃƒÂ©lite"
10250,Sephora,"south coast plaza"
10251,"Microsoft Store","moscow mall"
10252,Prada,"tokyo midtown"
10253,"LEGO Store","sm mall of asia"
10254,Hamleys,"king of prussia mall"
10255,Sephora,"lotte world mall"
10256,Starbucks,"lotte world mall"
10257,Kinokuniya,"robinsons galleria"
10258,Prada,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10259,"Forever 21","galleria mall"
10260,"Pizza Hut","the dubai mall"
10261,Kinokuniya,"galeries lafayette"
10262,Prada,"galeries lafayette"
10263,"Foot Locker","zorlu center"
10264,Zara,"the outlets at orange"
10265,H&M,"dubai mall"
10266,Prada,"korsh mall"
10267,"The Body Shop","dubai mall"
10268,"The Body Shop","robinsons place manila"
10269,Gap,"westfield london"
10270,Prada,"robinsons place manila"
10271,MAC,"faisalabad mall"
10272,Zara,kanyon
10273,Zara,"robinsons place manila"
10274,Zara,"la rinascente"
10275,"Apple Store","king of prussia mall"
10276,Puma,"south coast plaza"
10277,Gap,"westfield parramatta"
10278,MAC,"mall of the emirates"
10279,H&M,"sm seaside city cebu"
10280,"Pizza Hut","oasis mall"
10281,H&M,"centro santa fe"
10282,"Hard Rock Cafe",takashimaya
10283,"Pizza Hut","mall of america"
10284,MAC,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10285,"Forever 21","galleria vittorio emanuele ii"
10286,Starbucks,"oasis mall"
10287,Gap,"moscow mall"
10288,MAC,"tokyo midtown"
10289,"Shop the World","westfield london"
10290,Mcdonald's,"la rinascente"
10291,Zara,"dubai mall"
10292,H&M,"the mall at millenia"
10293,Prada,"galleria vittorio emanuele ii"
10294,H&M,"mall of america"
10295,H&M,"chadstone shopping centre"
10296,Gap,"westfield london"
10297,H&M,"beverly center"
10298,"Shop the World","the mall at millenia"
10299,Zara,"chadstone shopping centre"
10300,Gap,"the grove"
10301,"Pizza Hut","kuala lumpur city centre (klcc)"
10302,"Ulta Beauty","oasis mall"
10303,Gap,"the outlets at orange"
10304,Starbucks,"la rinascente"
10305,"LEGO Store","prada store tokyo"
10306,Gap,"the mall at millenia"
10307,Gap,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10308,"Barnes & Noble","istanbul cevahir avm"
10309,Carrefour,"the shops at columbus circle"
10310,MAC,"westfield world trade center"
10311,"The Body Shop","dubai mall"
10312,Starbucks,"king of prussia mall"
10313,Starbucks,"mall of the emirates"
10314,H&M,"centro coyoacÃƒÂ¡n"
10315,Prada,"korsh mall"
10316,Sephora,"the outlets at orange"
10317,Samsung,"westfield world trade center"
10318,Samsung,"sm seaside city cebu"
10319,Zara,"forum istanbul"
10320,Prada,"prada store tokyo"
10321,MAC,"nanjing deji plaza"
10322,Sephora,"robinsons galleria"
10323,Nike,"galleria vittorio emanuele ii"
10324,Puma,"fifth avenue"
10325,Gap,vivocity
10326,Gap,"lotte world mall"
10327,Prada,"king of prussia mall"
10328,"Ulta Beauty","mitsui outlet park"
10329,"Forever 21","westfield london"
10330,"Forever 21","korsh mall"
10331,"Forever 21","westfield world trade center"
10332,Sephora,"forum istanbul"
10333,Puma,"plaza satÃƒÂ©lite"
10334,H&M,"oasis mall"
10335,Hamleys,"korsh mall"
10336,Carrefour,"fifth avenue"
10337,"Taco Bell","king of prussia mall"
10338,"The Body Shop","zorlu center"
10339,Prada,"chadstone shopping centre"
10340,"Pizza Hut","westfield london"
10341,"Taco Bell","the outlets at orange"
10342,"Pizza Hut","istanbul cevahir avm"
10343,"Hard Rock Cafe","the shops at columbus circle"
10344,"The Souvenir Shop","istanbul cevahir avm"
10345,Prada,"king of prussia mall"
10346,"Foot Locker","robinsons place manila"
10347,H&M,"central world"
10348,H&M,"galleria vittorio emanuele ii"
10349,H&M,"galeries lafayette"
10350,"Ulta Beauty","the grove"
10351,H&M,"la rinascente"
10352,H&M,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10353,"Apple Store","galeries lafayette"
10354,"Best Buy","korsh mall"
10355,Samsung,"westfield parramatta"
10356,"Best Buy","dubai mall"
10357,Zara,"zorlu center"
10358,"Microsoft Store","robinsons place manila"
10359,"New Balance","beverly center"
10360,"Sony Store","forum istanbul"
10361,H&M,"dubai mall"
10362,"LEGO Store","zorlu center"
10363,Zara,"beverly center"
10364,H&M,"westfield london"
10365,Gap,"marina bay sands shopping mall"
10366,Books-A-Million,"forum istanbul"
10367,MAC,takashimaya
10368,"The Body Shop","prada store tokyo"
10369,Mcdonald's,"westfield world trade center"
10370,Carrefour,"siam paragon"
10371,Kinokuniya,"mall of america"
10372,Sephora,"zorlu center"
10373,"Ulta Beauty","central embassy"
10374,Carrefour,"mitsui outlet park"
10375,"The Body Shop","westfield london"
10376,"The Souvenir Shop","mall of the emirates"
10377,H&M,"sm seaside city cebu"
10378,"Microsoft Store","central world"
10379,Zara,"the outlets at orange"
10380,"Disney Store","zorlu center"
10381,MAC,"kuala lumpur city centre (klcc)"
10382,Zara,"robinsons galleria"
10383,Sephora,"dubai mall"
10384,H&M,"galleria mall"
10385,"Apple Store","centro santa fe"
10386,Prada,"istanbul cevahir avm"
10387,Nike,"prada store tokyo"
10388,"Microsoft Store","siam paragon"
10389,"The Body Shop","la rinascente"
10390,Sephora,"lotte world mall"
10391,"Hard Rock Cafe","centro santa fe"
10392,"The Body Shop",takashimaya
10393,Prada,"zorlu center"
10394,"Ulta Beauty",vivocity
10395,"World Market","forum istanbul"
10396,Mcdonald's,"the dubai mall"
10397,Adidas,"aventura mall"
10398,Starbucks,"sm seaside city cebu"
10399,MAC,"zorlu center"
10400,"Toys R Us","forum istanbul"
10401,"The Body Shop","robinsons place manila"
10402,Gap,"moscow mall"
10403,"The Body Shop","istanbul cevahir avm"
10404,"LEGO Store","robinsons galleria"
10405,Gap,"marina bay sands shopping mall"
10406,Starbucks,"plaza satÃƒÂ©lite"
10407,Sephora,"la rinascente"
10408,MAC,"faisalabad mall"
10409,Prada,"the dubai mall"
10410,"New Balance","lujiazui shopping mall"
10411,Prada,"tokyo midtown"
10412,Gap,"mitsui outlet park"
10413,"Forever 21","korsh mall"
10414,"Foot Locker","mall of america"
10415,"Forever 21","tokyo midtown"
10416,Zara,"centro santa fe"
10417,"The Body Shop","la rinascente"
10418,"Ulta Beauty","plaza satÃƒÂ©lite"
10419,Prada,"centro santa fe"
10420,MAC,"nanjing deji plaza"
10421,Prada,"aventura mall"
10422,Gap,"dubai mall"
10423,Zara,"plaza satÃƒÂ©lite"
10424,"New Balance","moscow mall"
10425,"The Body Shop","the mall at millenia"
10426,Prada,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10427,"Forever 21","galleria mall"
10428,"Toys R Us","mall of the emirates"
10429,"The Body Shop","aventura mall"
10430,Starbucks,"galeries lafayette"
10431,Starbucks,"kuala lumpur city centre (klcc)"
10432,Hamleys,"the outlets at orange"
10433,Hamleys,"oasis mall"
10434,MAC,"moscow mall"
10435,"LEGO Store","westfield world trade center"
10436,"LEGO Store","sm mall of asia"
10437,Hamleys,"central world"
10438,"Foot Locker","king abdulaziz center"
10439,"The Body Shop","istanbul cevahir avm"
10440,Mcdonald's,"faisalabad mall"
10441,"Shop the World","galleria mall"
10442,Mcdonald's,"tokyo midtown"
10443,"The Body Shop","the mall at millenia"
10444,Puma,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10445,Zara,"centro santa fe"
10446,H&M,"lotte world mall"
10447,Sephora,vivocity
10448,Gap,"tokyo midtown"
10449,H&M,"mall of america"
10450,Prada,"westfield parramatta"
10451,Zara,"oasis mall"
10452,"Forever 21","forum istanbul"
10453,Gap,"kuala lumpur city centre (klcc)"
10454,Books-A-Million,"marina bay sands shopping mall"
10455,"Forever 21","central world"
10456,"World Market","lotte world mall"
10457,"World Market","prada store tokyo"
10458,Carrefour,"istanbul cevahir avm"
10459,Mcdonald's,"mall of the emirates"
10460,Books-A-Million,"beverly center"
10461,"Ulta Beauty","lotte world mall"
10462,Carrefour,"robinsons place manila"
10463,Carrefour,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10464,"Taco Bell","mall of the emirates"
10465,Sephora,"central embassy"
10466,"Pizza Hut",kanyon
10467,"Disney Store",vivocity
10468,"New Balance","the shops at columbus circle"
10469,Sephora,"galleria mall"
10470,"The Body Shop","oasis mall"
10471,MAC,"centro santa fe"
10472,"Forever 21","tokyo midtown"
10473,"Apple Store","the dubai mall"
10474,"Foot Locker","la rinascente"
10475,Books-A-Million,"mall of america"
10476,MAC,"lotte world mall"
10477,Sephora,"la rinascente"
10478,"The Body Shop","marina bay sands shopping mall"
10479,MAC,takashimaya
10480,"Shop the World","mitsui outlet park"
10481,"The Souvenir Shop","westfield parramatta"
10482,Sephora,"robinsons place manila"
10483,Gap,"nanjing deji plaza"
10484,"Foot Locker","central embassy"
10485,Zara,"zorlu center"
10486,"Forever 21","sm mall of asia"
10487,"Forever 21","marina bay sands shopping mall"
10488,"Microsoft Store","king abdulaziz center"
10489,Prada,"westfield world trade center"
10490,Gap,"dubai mall"
10491,"Forever 21","fifth avenue"
10492,"The Body Shop","nanjing deji plaza"
10493,"Forever 21","south coast plaza"
10494,Adidas,"westfield parramatta"
10495,"Ulta Beauty","lotte world mall"
10496,Zara,"korsh mall"
10497,"The Body Shop","kuala lumpur city centre (klcc)"
10498,Prada,"galleria vittorio emanuele ii"
10499,"Forever 21","the shops at columbus circle"
10500,"Best Buy","westfield london"
10501,Zara,"galleria mall"
10502,"New Balance","beverly center"
10503,Waterstones,"oasis mall"
10504,Zara,"westfield world trade center"
10505,Carrefour,"galleria vittorio emanuele ii"
10506,"Shop the World","nanjing deji plaza"
10507,Starbucks,"plaza satÃƒÂ©lite"
10508,Zara,"nanjing deji plaza"
10509,H&M,takashimaya
10510,"The Souvenir Shop","south coast plaza"
10511,"Taco Bell","robinsons place manila"
10512,Gap,"korsh mall"
10513,H&M,"central world"
10514,Zara,"south coast plaza"
10515,Sephora,"central world"
10516,"Pizza Hut","the dubai mall"
10517,Mcdonald's,"king abdulaziz center"
10518,"Taco Bell","nanjing deji plaza"
10519,Carrefour,"centro santa fe"
10520,Books-A-Million,vivocity
10521,"Taco Bell","marina bay sands shopping mall"
10522,Samsung,"king of prussia mall"
10523,Samsung,"the mall at millenia"
10524,Puma,"pavilion kuala lumpur"
10525,Zara,"kuala lumpur city centre (klcc)"
10526,"Apple Store","prada store tokyo"
10527,Hamleys,"centro coyoacÃƒÂ¡n"
10528,Gap,"faisalabad mall"
10529,H&M,"beverly center"
10530,H&M,"dubai mall"
10531,Gap,"lujiazui shopping mall"
10532,H&M,"westfield london"
10533,Prada,takashimaya
10534,Zara,vivocity
10535,Puma,"centro santa fe"
10536,"Microsoft Store","moscow mall"
10537,Samsung,"dubai mall"
10538,"Toys R Us","plaza satÃƒÂ©lite"
10539,"Forever 21","the dubai mall"
10540,Carrefour,"beverly center"
10541,Mcdonald's,"pavilion kuala lumpur"
10542,H&M,"centro coyoacÃƒÂ¡n"
10543,"Forever 21",takashimaya
10544,"Shop the World","centro coyoacÃƒÂ¡n"
10545,Mcdonald's,"the outlets at orange"
10546,"The Body Shop","westfield parramatta"
10547,"New Balance","galleria mall"
10548,Kinokuniya,"the outlets at orange"
10549,Books-A-Million,kanyon
10550,"Ulta Beauty","dubai mall"
10551,"The Souvenir Shop","forum istanbul"
10552,"Taco Bell",vivocity
10553,"Forever 21","beverly center"
10554,Adidas,kanyon
10555,Zara,"robinsons galleria"
10556,Prada,"king of prussia mall"
10557,"Forever 21","robinsons place manila"
10558,Zara,"central world"
10559,Prada,"robinsons place manila"
10560,"Forever 21","aventura mall"
10561,"Forever 21","mitsui outlet park"
10562,Zara,"chadstone shopping centre"
10563,"Foot Locker","central embassy"
10564,Adidas,"korsh mall"
10565,Gap,"moscow mall"
10566,H&M,"plaza satÃƒÂ©lite"
10567,Puma,"sm seaside city cebu"
10568,Zara,takashimaya
10569,Kinokuniya,"galeries lafayette"
10570,Mcdonald's,"galeries lafayette"
10571,Carrefour,"mitsui outlet park"
10572,"LEGO Store","king abdulaziz center"
10573,Sephora,"tokyo midtown"
10574,Mcdonald's,"moscow mall"
10575,Carrefour,"moscow mall"
10576,H&M,"mall of america"
10577,Zara,"beverly center"
10578,"World Market","siam paragon"
10579,"Pizza Hut","mall of the emirates"
10580,Hamleys,"marina bay sands shopping mall"
10581,H&M,"nanjing deji plaza"
10582,Prada,kanyon
10583,Nike,"chadstone shopping centre"
10584,Sephora,"the outlets at orange"
10585,"New Balance","pavilion kuala lumpur"
10586,Zara,"lujiazui shopping mall"
10587,"The Souvenir Shop","la rinascente"
10588,Mcdonald's,"dubai mall"
10589,"Hard Rock Cafe","siam paragon"
10590,"Ulta Beauty","galleria vittorio emanuele ii"
10591,"Toys R Us","galleria vittorio emanuele ii"
10592,Waterstones,"galleria mall"
10593,"Shop the World","oasis mall"
10594,"Disney Store","galeries lafayette"
10595,Carrefour,"fifth avenue"
10596,"The Souvenir Shop","king abdulaziz center"
10597,Prada,"sm seaside city cebu"
10598,"New Balance","moscow mall"
10599,Prada,"galleria mall"
10600,Zara,"mall of the emirates"
10601,"Forever 21","prada store tokyo"
10602,H&M,"the grove"
10603,Adidas,"mall of america"
10604,H&M,"mitsui outlet park"
10605,Samsung,"galleria vittorio emanuele ii"
10606,Zara,"beverly center"
10607,Prada,"la rinascente"
10608,Prada,kanyon
10609,"Disney Store","dubai mall"
10610,Prada,"the shops at columbus circle"
10611,Gap,"oasis mall"
10612,Prada,"central embassy"
10613,H&M,"nanjing deji plaza"
10614,"World Market","mall of the emirates"
10615,Starbucks,kanyon
10616,"Barnes & Noble","prada store tokyo"
10617,Waterstones,"robinsons galleria"
10618,Sephora,"centro santa fe"
10619,Waterstones,takashimaya
10620,Zara,"forum istanbul"
10621,Starbucks,"prada store tokyo"
10622,"Taco Bell","istanbul cevahir avm"
10623,Starbucks,"central embassy"
10624,Gap,"south coast plaza"
10625,"Ulta Beauty","mitsui outlet park"
10626,"Disney Store","istanbul cevahir avm"
10627,Starbucks,"mall of the emirates"
10628,"Forever 21","korsh mall"
10629,"Toys R Us","forum istanbul"
10630,Prada,"beverly center"
10631,Gap,"mitsui outlet park"
10632,Zara,"galleria mall"
10633,H&M,"moscow mall"
10634,"Apple Store","mall of america"
10635,Zara,"fifth avenue"
10636,"Disney Store","zorlu center"
10637,"LEGO Store","forum istanbul"
10638,"New Balance","the dubai mall"
10639,"The Body Shop","robinsons place manila"
10640,H&M,"lujiazui shopping mall"
10641,"Taco Bell","the shops at columbus circle"
10642,"World Market","westfield parramatta"
10643,"Forever 21","moscow mall"
10644,"Hard Rock Cafe","westfield world trade center"
10645,"Toys R Us","westfield world trade center"
10646,H&M,"galleria vittorio emanuele ii"
10647,Starbucks,"centro santa fe"
10648,"Hard Rock Cafe","centro santa fe"
10649,Kinokuniya,"tokyo midtown"
10650,"Toys R Us","fifth avenue"
10651,Zara,"westfield london"
10652,Prada,"the outlets at orange"
10653,"The Body Shop","mall of america"
10654,Zara,"aventura mall"
10655,Adidas,"centro coyoacÃƒÂ¡n"
10656,Samsung,"faisalabad mall"
10657,Hamleys,"tokyo midtown"
10658,"Foot Locker","the mall at millenia"
10659,Prada,"the outlets at orange"
10660,Gap,"mitsui outlet park"
10661,H&M,vivocity
10662,H&M,"the mall at millenia"
10663,Adidas,"la rinascente"
10664,Nike,"the dubai mall"
10665,"Ulta Beauty","la rinascente"
10666,Hamleys,"dubai mall"
10667,"Microsoft Store","westfield london"
10668,"The Body Shop","galleria mall"
10669,Zara,"robinsons galleria"
10670,Starbucks,"mall of america"
10671,Mcdonald's,"lujiazui shopping mall"
10672,"The Souvenir Shop","moscow mall"
10673,"World Market","zorlu center"
10674,"Forever 21","nanjing deji plaza"
10675,"LEGO Store","sm mall of asia"
10676,"Forever 21","forum istanbul"
10677,"LEGO Store","centro coyoacÃƒÂ¡n"
10678,"Shop the World","centro coyoacÃƒÂ¡n"
10679,Gap,"the mall at millenia"
10680,"Forever 21","zorlu center"
10681,Mcdonald's,"dubai mall"
10682,Prada,"lotte world mall"
10683,"Forever 21","la rinascente"
10684,H&M,"robinsons place manila"
10685,"Taco Bell","central world"
10686,Carrefour,"south coast plaza"
10687,"New Balance","central world"
10688,Prada,"mall of america"
10689,Nike,"centro santa fe"
10690,Sephora,"dubai mall"
10691,Zara,"galeries lafayette"
10692,Puma,"centro coyoacÃƒÂ¡n"
10693,Zara,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10694,"Microsoft Store","robinsons galleria"
10695,Prada,"centro santa fe"
10696,"Forever 21",vivocity
10697,Gap,"king of prussia mall"
10698,Gap,"faisalabad mall"
10699,Gap,"central world"
10700,Zara,"fifth avenue"
10701,"Forever 21","sm seaside city cebu"
10702,Hamleys,"faisalabad mall"
10703,Gap,"sm mall of asia"
10704,Puma,"nanjing deji plaza"
10705,Nike,"centro santa fe"
10706,Gap,"nanjing deji plaza"
10707,H&M,"plaza satÃƒÂ©lite"
10708,MAC,"moscow mall"
10709,Nike,"sm mall of asia"
10710,Sephora,"sm mall of asia"
10711,"Taco Bell","mitsui outlet park"
10712,"The Body Shop","pavilion kuala lumpur"
10713,"The Body Shop","plaza satÃƒÂ©lite"
10714,MAC,"beverly center"
10715,"The Body Shop","oasis mall"
10716,Starbucks,"nanjing deji plaza"
10717,Mcdonald's,"faisalabad mall"
10718,"Foot Locker","south coast plaza"
10719,Adidas,"sm seaside city cebu"
10720,Gap,"central embassy"
10721,"LEGO Store","nanjing deji plaza"
10722,MAC,"mall of america"
10723,H&M,"westfield london"
10724,"Ulta Beauty","korsh mall"
10725,Zara,"prada store tokyo"
10726,Puma,"robinsons galleria"
10727,Hamleys,"the shops at columbus circle"
10728,"Taco Bell","mall of america"
10729,"Ulta Beauty","aventura mall"
10730,Books-A-Million,"the dubai mall"
10731,"Pizza Hut","forum istanbul"
10732,"Barnes & Noble","mall of america"
10733,"New Balance","nanjing deji plaza"
10734,Zara,"king of prussia mall"
10735,"LEGO Store","moscow mall"
10736,"Microsoft Store","korsh mall"
10737,"Forever 21","istanbul cevahir avm"
10738,Hamleys,"mall of the emirates"
10739,"New Balance","marina bay sands shopping mall"
10740,H&M,vivocity
10741,Gap,"faisalabad mall"
10742,H&M,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10743,Prada,"moscow mall"
10744,Prada,"lotte world mall"
10745,Zara,"central world"
10746,"Apple Store","galleria vittorio emanuele ii"
10747,MAC,"westfield london"
10748,Sephora,"central embassy"
10749,Starbucks,"dubai mall"
10750,"Toys R Us","sm mall of asia"
10751,"The Body Shop","nanjing deji plaza"
10752,"The Souvenir Shop","plaza satÃƒÂ©lite"
10753,MAC,"westfield parramatta"
10754,"Hard Rock Cafe","fifth avenue"
10755,Carrefour,"lujiazui shopping mall"
10756,"Disney Store","the mall at millenia"
10757,"Hard Rock Cafe","dubai mall"
10758,"Barnes & Noble","korsh mall"
10759,"Taco Bell","aventura mall"
10760,Mcdonald's,"mitsui outlet park"
10761,Books-A-Million,"faisalabad mall"
10762,"Shop the World","westfield world trade center"
10763,"Apple Store","prada store tokyo"
10764,H&M,"centro santa fe"
10765,Nike,"king of prussia mall"
10766,"Foot Locker","robinsons place manila"
